Built-ins	Value properties	globalThis	SVGAnimatedEnumeration					
Built-ins	Value properties	globalThis	SVGAnimatedBoolean					
Built-ins	Value properties	globalThis	SVGAnimatedAngle					
Built-ins	Value properties	globalThis	SVGAnimateTransformElement					
Built-ins	Value properties	globalThis	SVGAnimateMotionElement					
Built-ins	Value properties	globalThis	SVGAnimateElement					
Built-ins	Value properties	globalThis	SVGAngle					
Built-ins	Value properties	globalThis	SVGAElement					
Built-ins	Value properties	globalThis	Response					
Built-ins	Value properties	globalThis	ResizeObserverSize					
Built-ins	Value properties	globalThis	ResizeObserverEntry					
Built-ins	Value properties	globalThis	ResizeObserver					
Built-ins	Value properties	globalThis	Request					
Built-ins	Value properties	globalThis	ReportingObserver					
Built-ins	Value properties	globalThis	ReadableStreamDefaultReader					
Built-ins	Value properties	globalThis	ReadableStreamDefaultController					
Built-ins	Value properties	globalThis	ReadableStreamBYOBRequest					
Built-ins	Value properties	globalThis	ReadableStreamBYOBReader					
Built-ins	Value properties	globalThis	ReadableStream					
Built-ins	Value properties	globalThis	ReadableByteStreamController					
Built-ins	Value properties	globalThis	Range					
Built-ins	Value properties	globalThis	RadioNodeList					
Built-ins	Value properties	globalThis	RTCTrackEvent					
Built-ins	Value properties	globalThis	RTCStatsReport					
Built-ins	Value properties	globalThis	RTCSessionDescription					
Built-ins	Value properties	globalThis	RTCSctpTransport					
Built-ins	Value properties	globalThis	RTCRtpTransceiver					
Built-ins	Value properties	globalThis	RTCRtpSender					
Built-ins	Value properties	globalThis	RTCRtpReceiver					
Built-ins	Value properties	globalThis	RTCPeerConnectionIceEvent					
Built-ins	Value properties	globalThis	RTCPeerConnectionIceErrorEvent					
Built-ins	Value properties	globalThis	RTCPeerConnection					
Built-ins	Value properties	globalThis	RTCIceTransport					
Built-ins	Value properties	globalThis	RTCIceCandidate					
Built-ins	Value properties	globalThis	RTCErrorEvent					
Built-ins	Value properties	globalThis	RTCError					
Built-ins	Value properties	globalThis	RTCEncodedVideoFrame					
Built-ins	Value properties	globalThis	RTCEncodedAudioFrame					
Built-ins	Value properties	globalThis	RTCDtlsTransport					
Built-ins	Value properties	globalThis	RTCDataChannelEvent					
Built-ins	Value properties	globalThis	RTCDataChannel					
Built-ins	Value properties	globalThis	RTCDTMFToneChangeEvent					
Built-ins	Value properties	globalThis	RTCDTMFSender					
Built-ins	Value properties	globalThis	RTCCertificate					
Built-ins	Value properties	globalThis	PromiseRejectionEvent					
Built-ins	Value properties	globalThis	ProgressEvent					
Built-ins	Value properties	globalThis	Profiler					
Built-ins	Value properties	globalThis	ProcessingInstruction					
Built-ins	Value properties	globalThis	PopStateEvent					
Built-ins	Value properties	globalThis	PointerEvent					
Built-ins	Value properties	globalThis	PluginArray					
Built-ins	Value properties	globalThis	Plugin					
Built-ins	Value properties	globalThis	PictureInPictureWindow					
Built-ins	Value properties	globalThis	PictureInPictureEvent					
Built-ins	Value properties	globalThis	PeriodicWave					
Built-ins	Value properties	globalThis	PerformanceTiming					
Built-ins	Value properties	globalThis	PerformanceServerTiming					
Built-ins	Value properties	globalThis	PerformanceResourceTiming					
Built-ins	Value properties	globalThis	PerformancePaintTiming					
Built-ins	Value properties	globalThis	PerformanceObserverEntryList					
Built-ins	Value properties	globalThis	PerformanceObserver					
Built-ins	Value properties	globalThis	PerformanceNavigationTiming					
Built-ins	Value properties	globalThis	PerformanceNavigation					
